00000.pcd,0.000000,0.000000
00001.pcd,0.000000,0.000000
00002.pcd,0.000000,0.000000
00003.pcd,0.000000,0.000000
00004.pcd,0.000000,0.000000
00005.pcd,0.000000,0.000000
00006.pcd,0.000000,0.000000
00007.pcd,0.000000,0.000000
00008.pcd,0.000000,0.000000
0009.pcd,0.000000,0.000000
00010.pcd,0.000000,0.000000
00011.pcd,0.000000,0.000000
00012.pcd,0.000000,0.000000
00013.pcd,0.000000,0.000000
00014.pcd,0.000000,0.000000
00015.pcd,0.000000,0.000000
00016.pcd,0.000000,0.000000
00017.pcd,0.000000,0.000000
00018.pcd,0.000000,0.000000
00019.pcd,0.000000,0.000000
00020.pcd,0.000000,0.000000
00021.pcd,0.000000,0.000000
00022.pcd,0.000000,0.000000
00023.pcd,0.000000,0.000000
00024.pcd,0.000000,0.000000
00025.pcd,0.623467,-0.116211
00026.pcd,0.623467,-0.116211
00027.pcd,0.623467,-0.116211
00028.pcd,0.623467,-0.116211
00029.pcd,0.623467,-0.116211
00030.pcd,0.623467,-0.116211
00031.pcd,0.623467,-0.116211
00032.pcd,0.623467,-0.116211
00033.pcd,0.623467,-0.116211
00034.pcd,0.623467,-0.116211
00035.pcd,0.623467,-0.116211
00036.pcd,0.623467,-0.116211
00037.pcd,1.063080,-0.130354
00038.pcd,1.063080,-0.130354
00039.pcd,1.063080,-0.130354
00040.pcd,1.063080,-0.130354
00041.pcd,1.063080,-0.130354
00042.pcd,1.063080,-0.130354
00043.pcd,1.063080,-0.130354
00044.pcd,1.063080,-0.130354
00045.pcd,1.515251,-0.130081
00046.pcd,1.515251,-0.130081
00047.pcd,1.515251,-0.130081
00048.pcd,1.515251,-0.130081
00049.pcd,1.515251,-0.130081
00050.pcd,1.515251,-0.130081
00051.pcd,1.515251,-0.130081
00052.pcd,1.936538,-0.175516
00053.pcd,1.936538,-0.175516
00054.pcd,1.936538,-0.175516
00055.pcd,1.936538,-0.175516
00056.pcd,1.936538,-0.175516
00057.pcd,1.936538,-0.175516
00058.pcd,1.936538,-0.175516
00059.pcd,1.936538,-0.175516
00060.pcd,1.936538,-0.175516
00061.pcd,1.936538,-0.175516
00062.pcd,2.473673,-0.270462
00063.pcd,2.473673,-0.270462
00064.pcd,2.473673,-0.270462
00065.pcd,2.473673,-0.270462
00066.pcd,2.923185,-0.345740
00067.pcd,2.923185,-0.345740
00068.pcd,2.923185,-0.345740
00069.pcd,2.923185,-0.345740
00070.pcd,2.923185,-0.345740
00071.pcd,2.923185,-0.345740
00072.pcd,3.397671,-0.428743
00073.pcd,3.397671,-0.428743
00074.pcd,3.397671,-0.428743
00075.pcd,3.397671,-0.428743
00076.pcd,3.397671,-0.428743
00077.pcd,3.397671,-0.428743
00078.pcd,3.857081,-0.504676
00079.pcd,3.857081,-0.504676
00080.pcd,3.857081,-0.504676
00081.pcd,3.857081,-0.504676
00082.pcd,3.857081,-0.504676
00083.pcd,3.857081,-0.504676
00084.pcd,4.327261,-0.580337
00085.pcd,4.327261,-0.580337
00086.pcd,4.327261,-0.580337
00087.pcd,4.327261,-0.580337
00088.pcd,4.327261,-0.580337
00089.pcd,4.327261,-0.580337
00090.pcd,4.808567,-0.653906
00091.pcd,4.808567,-0.653906
00092.pcd,4.808567,-0.653906
00093.pcd,4.808567,-0.653906
00094.pcd,4.808567,-0.653906
00095.pcd,4.808567,-0.653906
00096.pcd,5.298805,-0.729696
00097.pcd,5.298805,-0.729696
00098.pcd,5.298805,-0.729696
0099.pcd,5.298805,-0.729696
00100.pcd,5.298805,-0.729696
00101.pcd,5.778438,-0.805624
00102.pcd,5.778438,-0.805624
00103.pcd,5.778438,-0.805624
00104.pcd,5.778438,-0.805624
00105.pcd,5.778438,-0.805624
00106.pcd,5.778438,-0.805624
00107.pcd,6.282244,-0.879143
00108.pcd,6.282244,-0.879143
00109.pcd,6.282244,-0.879143
00110.pcd,6.282244,-0.879143
00111.pcd,6.282244,-0.879143
00112.pcd,6.282244,-0.879143
00113.pcd,6.830387,-0.960401
00114.pcd,6.830387,-0.960401
00115.pcd,6.830387,-0.960401
00116.pcd,6.830387,-0.960401
00117.pcd,6.830387,-0.960401
00118.pcd,7.372846,-1.040625
00119.pcd,7.372846,-1.040625
00120.pcd,7.372846,-1.040625
00121.pcd,7.372846,-1.040625
00122.pcd,7.372846,-1.040625
00123.pcd,7.949665,-1.121470
00124.pcd,7.949665,-1.121470
00125.pcd,7.949665,-1.121470
00126.pcd,7.949665,-1.121470
00127.pcd,7.949665,-1.121470
00128.pcd,7.949665,-1.121470
00129.pcd,8.474665,-1.205000
00130.pcd,8.474665,-1.205000
00131.pcd,8.474665,-1.205000
00132.pcd,8.474665,-1.205000
00133.pcd,8.474665,-1.205000
00134.pcd,9.035996,-1.285989
00135.pcd,9.035996,-1.285989
00136.pcd,9.035996,-1.285989
00137.pcd,9.035996,-1.285989
00138.pcd,9.035996,-1.285989
00139.pcd,9.525208,-1.347031
00140.pcd,9.525208,-1.347031
00141.pcd,9.525208,-1.347031
00142.pcd,9.525208,-1.347031
00143.pcd,9.525208,-1.347031
00144.pcd,9.525208,-1.347031
00145.pcd,10.036904,-1.388368
00146.pcd,10.036904,-1.388368
00147.pcd,10.036904,-1.388368
00148.pcd,10.036904,-1.388368
00149.pcd,10.036904,-1.388368
00150.pcd,10.508433,-1.423120
00151.pcd,10.508433,-1.423120
00152.pcd,10.508433,-1.423120
00153.pcd,10.508433,-1.423120
00154.pcd,10.508433,-1.423120
00155.pcd,10.985668,-1.450575
00156.pcd,10.985668,-1.450575
00157.pcd,10.985668,-1.450575
00158.pcd,10.985668,-1.450575
00159.pcd,10.985668,-1.450575
00160.pcd,11.421805,-1.479684
00161.pcd,11.421805,-1.479684
00162.pcd,11.421805,-1.479684
00163.pcd,11.421805,-1.479684
00164.pcd,11.421805,-1.479684
00165.pcd,11.421805,-1.479684
00166.pcd,11.872647,-1.511835
00167.pcd,11.872647,-1.511835
00168.pcd,11.872647,-1.511835
00169.pcd,11.872647,-1.511835
00170.pcd,11.872647,-1.511835
00171.pcd,12.326347,-1.536889
00172.pcd,12.326347,-1.536889
00173.pcd,12.326347,-1.536889
00174.pcd,12.326347,-1.536889
00175.pcd,12.326347,-1.536889
00176.pcd,12.326347,-1.536889
00177.pcd,12.770599,-1.540254
00178.pcd,12.770599,-1.540254
00179.pcd,12.770599,-1.540254
00180.pcd,12.770599,-1.540254
00181.pcd,12.770599,-1.540254
00182.pcd,13.210574,-1.478598
00183.pcd,13.210574,-1.478598
00184.pcd,13.210574,-1.478598
00185.pcd,13.210574,-1.478598
00186.pcd,13.210574,-1.478598
00187.pcd,13.621230,-1.359199
00188.pcd,13.621230,-1.359199
00189.pcd,13.621230,-1.359199
00190.pcd,13.621230,-1.359199
00191.pcd,13.621230,-1.359199
00192.pcd,13.621230,-1.359199
00193.pcd,14.054883,-1.192672
00194.pcd,14.054883,-1.192672
00195.pcd,14.054883,-1.192672
00196.pcd,14.054883,-1.192672
00197.pcd,14.054883,-1.192672
00198.pcd,14.054883,-1.192672
00199.pcd,14.501046,-0.966294
00200.pcd,14.501046,-0.966294
00201.pcd,14.501046,-0.966294
00202.pcd,14.501046,-0.966294
00203.pcd,14.501046,-0.966294
00204.pcd,14.501046,-0.966294
00205.pcd,14.501046,-0.966294
00206.pcd,14.917909,-0.615549
00207.pcd,14.917909,-0.615549
00208.pcd,14.917909,-0.615549
00209.pcd,14.917909,-0.615549
00210.pcd,14.917909,-0.615549
00211.pcd,14.917909,-0.615549
00212.pcd,15.139814,-0.241409
00213.pcd,15.139814,-0.241409
00214.pcd,15.139814,-0.241409
00215.pcd,15.139814,-0.241409
00216.pcd,15.139814,-0.241409
00217.pcd,15.225092,0.167426
00218.pcd,15.225092,0.167426
00219.pcd,15.225092,0.167426
00220.pcd,15.225092,0.167426
00221.pcd,15.225092,0.167426
00222.pcd,15.225092,0.167426
00223.pcd,15.225092,0.167426
00224.pcd,15.225092,0.167426
00225.pcd,15.225092,0.167426
00226.pcd,15.225092,0.167426
00227.pcd,15.225092,0.167426
00228.pcd,15.225092,0.167426
00229.pcd,15.225092,0.167426
00230.pcd,15.225092,0.167426
00231.pcd,15.225092,0.167426
00232.pcd,15.225092,0.167426
00233.pcd,15.225092,0.167426
00234.pcd,15.225092,0.167426
00235.pcd,15.225092,0.167426
00236.pcd,15.262324,0.597592
00237.pcd,15.262324,0.597592
00238.pcd,15.262324,0.597592
00239.pcd,15.262324,0.597592
00240.pcd,15.262324,0.597592
00241.pcd,15.262324,0.597592
00242.pcd,15.262324,0.597592
00243.pcd,15.262324,0.597592
00244.pcd,15.262324,0.597592
00245.pcd,15.262324,0.597592
