00000.png,0.000000,0.000000
00001.png,0.000000,0.000000
00002.png,0.000000,0.000000
00003.png,0.000000,0.000000
00004.png,0.000000,0.000000
00005.png,0.000000,0.000000
00006.png,0.000000,0.000000
00007.png,0.000000,0.000000
00008.png,0.000000,0.000000
0009.png,0.000000,0.000000
00010.png,0.000000,0.000000
00011.png,0.000000,0.000000
00012.png,0.000000,0.000000
00013.png,0.000000,0.000000
00014.png,0.000000,0.000000
00015.png,0.000000,0.000000
00016.png,0.000000,0.000000
00017.png,0.000000,0.000000
00018.png,0.000000,0.000000
00019.png,0.000000,0.000000
00020.png,0.000000,0.000000
00021.png,0.000000,0.000000
00022.png,0.000000,0.000000
00023.png,0.000000,0.000000
00024.png,0.623467,-0.116211
00025.png,0.623467,-0.116211
00026.png,0.623467,-0.116211
00027.png,0.623467,-0.116211
00028.png,0.623467,-0.116211
00029.png,0.623467,-0.116211
00030.png,0.623467,-0.116211
00031.png,0.623467,-0.116211
00032.png,0.623467,-0.116211
00033.png,0.623467,-0.116211
00034.png,0.623467,-0.116211
00035.png,0.623467,-0.116211
00036.png,1.063080,-0.130354
00037.png,1.063080,-0.130354
00038.png,1.063080,-0.130354
00039.png,1.063080,-0.130354
00040.png,1.063080,-0.130354
00041.png,1.063080,-0.130354
00042.png,1.063080,-0.130354
00043.png,1.063080,-0.130354
00044.png,1.515251,-0.130081
00045.png,1.515251,-0.130081
00046.png,1.515251,-0.130081
00047.png,1.515251,-0.130081
00048.png,1.515251,-0.130081
00049.png,1.515251,-0.130081
00050.png,1.515251,-0.130081
00051.png,1.936538,-0.175516
00052.png,1.936538,-0.175516
00053.png,1.936538,-0.175516
00054.png,1.936538,-0.175516
00055.png,1.936538,-0.175516
00056.png,1.936538,-0.175516
00057.png,1.936538,-0.175516
00058.png,1.936538,-0.175516
00059.png,1.936538,-0.175516
00060.png,1.936538,-0.175516
00061.png,2.473673,-0.270462
00062.png,2.473673,-0.270462
00063.png,2.473673,-0.270462
00064.png,2.473673,-0.270462
00065.png,2.923185,-0.345740
00066.png,2.923185,-0.345740
00067.png,2.923185,-0.345740
00068.png,2.923185,-0.345740
00069.png,2.923185,-0.345740
00070.png,2.923185,-0.345740
00071.png,2.923185,-0.345740
00072.png,3.397671,-0.428743
00073.png,3.397671,-0.428743
00074.png,3.397671,-0.428743
00075.png,3.397671,-0.428743
00076.png,3.397671,-0.428743
00077.png,3.397671,-0.428743
00078.png,3.857081,-0.504676
00079.png,3.857081,-0.504676
00080.png,3.857081,-0.504676
00081.png,3.857081,-0.504676
00082.png,3.857081,-0.504676
00083.png,3.857081,-0.504676
00084.png,4.327261,-0.580337
00085.png,4.327261,-0.580337
00086.png,4.327261,-0.580337
00087.png,4.327261,-0.580337
00088.png,4.327261,-0.580337
00089.png,4.327261,-0.580337
00090.png,4.808567,-0.653906
00091.png,4.808567,-0.653906
00092.png,4.808567,-0.653906
00093.png,4.808567,-0.653906
00094.png,4.808567,-0.653906
00095.png,4.808567,-0.653906
00096.png,5.298805,-0.729696
00097.png,5.298805,-0.729696
00098.png,5.298805,-0.729696
0099.png,5.298805,-0.729696
00100.png,5.298805,-0.729696
00101.png,5.298805,-0.729696
00102.png,5.778438,-0.805624
00103.png,5.778438,-0.805624
00104.png,5.778438,-0.805624
00105.png,5.778438,-0.805624
00106.png,5.778438,-0.805624
00107.png,6.282244,-0.879143
00108.png,6.282244,-0.879143
00109.png,6.282244,-0.879143
00110.png,6.282244,-0.879143
00111.png,6.282244,-0.879143
00112.png,6.282244,-0.879143
00113.png,6.830387,-0.960401
00114.png,6.830387,-0.960401
00115.png,6.830387,-0.960401
00116.png,6.830387,-0.960401
00117.png,6.830387,-0.960401
00118.png,6.830387,-0.960401
00119.png,7.372846,-1.040625
00120.png,7.372846,-1.040625
00121.png,7.372846,-1.040625
00122.png,7.372846,-1.040625
00123.png,7.372846,-1.040625
00124.png,7.949665,-1.121470
00125.png,7.949665,-1.121470
00126.png,7.949665,-1.121470
00127.png,7.949665,-1.121470
00128.png,7.949665,-1.121470
00129.png,8.474665,-1.205000
00130.png,8.474665,-1.205000
00131.png,8.474665,-1.205000
00132.png,8.474665,-1.205000
00133.png,8.474665,-1.205000
00134.png,8.474665,-1.205000
00135.png,9.035996,-1.285989
00136.png,9.035996,-1.285989
00137.png,9.035996,-1.285989
00138.png,9.035996,-1.285989
00139.png,9.525208,-1.347031
00140.png,9.525208,-1.347031
00141.png,9.525208,-1.347031
00142.png,9.525208,-1.347031
00143.png,9.525208,-1.347031
00144.png,9.525208,-1.347031
00145.png,10.036904,-1.388368
00146.png,10.036904,-1.388368
00147.png,10.036904,-1.388368
00148.png,10.036904,-1.388368
00149.png,10.036904,-1.388368
00150.png,10.508433,-1.423120
00151.png,10.508433,-1.423120
00152.png,10.508433,-1.423120
00153.png,10.508433,-1.423120
00154.png,10.508433,-1.423120
00155.png,10.508433,-1.423120
00156.png,10.985668,-1.450575
00157.png,10.985668,-1.450575
00158.png,10.985668,-1.450575
00159.png,10.985668,-1.450575
00160.png,11.421805,-1.479684
00161.png,11.421805,-1.479684
00162.png,11.421805,-1.479684
00163.png,11.421805,-1.479684
00164.png,11.421805,-1.479684
00165.png,11.421805,-1.479684
00166.png,11.872647,-1.511835
00167.png,11.872647,-1.511835
00168.png,11.872647,-1.511835
00169.png,11.872647,-1.511835
00170.png,11.872647,-1.511835
00171.png,12.326347,-1.536889
00172.png,12.326347,-1.536889
00173.png,12.326347,-1.536889
00174.png,12.326347,-1.536889
00175.png,12.326347,-1.536889
00176.png,12.326347,-1.536889
00177.png,12.770599,-1.540254
00178.png,12.770599,-1.540254
00179.png,12.770599,-1.540254
00180.png,12.770599,-1.540254
00181.png,12.770599,-1.540254
00182.png,12.770599,-1.540254
00183.png,13.210574,-1.478598
00184.png,13.210574,-1.478598
00185.png,13.210574,-1.478598
00186.png,13.210574,-1.478598
00187.png,13.210574,-1.478598
00188.png,13.621230,-1.359199
00189.png,13.621230,-1.359199
00190.png,13.621230,-1.359199
00191.png,13.621230,-1.359199
00192.png,13.621230,-1.359199
00193.png,13.621230,-1.359199
00194.png,14.054883,-1.192672
00195.png,14.054883,-1.192672
00196.png,14.054883,-1.192672
00197.png,14.054883,-1.192672
00198.png,14.054883,-1.192672
00199.png,14.054883,-1.192672
00200.png,14.501046,-0.966294
00201.png,14.501046,-0.966294
00202.png,14.501046,-0.966294
00203.png,14.501046,-0.966294
00204.png,14.501046,-0.966294
00205.png,14.501046,-0.966294
00206.png,14.501046,-0.966294
00207.png,14.917909,-0.615549
00208.png,14.917909,-0.615549
00209.png,14.917909,-0.615549
00210.png,14.917909,-0.615549
00211.png,14.917909,-0.615549
00212.png,15.139814,-0.241409
00213.png,15.139814,-0.241409
00214.png,15.139814,-0.241409
00215.png,15.139814,-0.241409
00216.png,15.139814,-0.241409
00217.png,15.225092,0.167426
00218.png,15.225092,0.167426
00219.png,15.225092,0.167426
00220.png,15.225092,0.167426
00221.png,15.225092,0.167426
00222.png,15.225092,0.167426
00223.png,15.225092,0.167426
00224.png,15.225092,0.167426
00225.png,15.225092,0.167426
00226.png,15.225092,0.167426
00227.png,15.225092,0.167426
00228.png,15.225092,0.167426
00229.png,15.225092,0.167426
00230.png,15.225092,0.167426
00231.png,15.225092,0.167426
00232.png,15.225092,0.167426
00233.png,15.225092,0.167426
00234.png,15.225092,0.167426
00235.png,15.225092,0.167426
00236.png,15.225092,0.167426
00237.png,15.262324,0.597592
00238.png,15.262324,0.597592
00239.png,15.262324,0.597592
00240.png,15.262324,0.597592
00241.png,15.262324,0.597592
00242.png,15.262324,0.597592
00243.png,15.262324,0.597592
00244.png,15.262324,0.597592
00245.png,15.262324,0.597592
00246.png,15.262324,0.597592
00247.png,15.262324,0.597592
00248.png,15.262324,0.597592
00249.png,15.262324,0.597592
00250.png,15.262324,0.597592
00251.png,15.262324,0.597592
00252.png,15.262324,0.597592
00253.png,15.262324,0.597592
00254.png,15.262324,0.597592
00255.png,15.262324,0.597592
00256.png,15.262324,0.597592
00257.png,15.262324,0.597592
00258.png,15.262324,0.597592
00259.png,15.262324,0.597592
00260.png,15.262324,0.597592
00261.png,15.262324,0.597592
00262.png,15.262324,0.597592
00263.png,15.284858,1.006705
00264.png,15.284858,1.006705
00265.png,15.284858,1.006705
00266.png,15.284858,1.006705
00267.png,15.284858,1.006705
00268.png,15.284858,1.006705
00269.png,15.284858,1.006705
00270.png,15.284858,1.006705
00271.png,15.284858,1.006705
00272.png,15.284858,1.006705
00273.png,15.287418,1.441762
00274.png,15.287418,1.441762
00275.png,15.287418,1.441762
00276.png,15.287418,1.441762
00277.png,15.287418,1.441762
00278.png,15.287418,1.441762
00279.png,15.287418,1.441762
00280.png,15.287418,1.441762
00281.png,15.289600,1.863677
00282.png,15.289600,1.863677
00283.png,15.289600,1.863677
00284.png,15.289600,1.863677
00285.png,15.289600,1.863677
00286.png,15.289600,1.863677
00287.png,15.289600,1.863677
00288.png,15.289600,1.863677
00289.png,15.295375,2.320148
00290.png,15.295375,2.320148
00291.png,15.295375,2.320148
00292.png,15.295375,2.320148
00293.png,15.295375,2.320148
00294.png,15.295375,2.320148
00295.png,15.295375,2.320148
00296.png,15.297357,2.730018
00297.png,15.297357,2.730018
00298.png,15.297357,2.730018
00299.png,15.297357,2.730018
00300.png,15.297357,2.730018
00301.png,15.297357,2.730018
00302.png,15.297357,2.730018
00303.png,15.297357,2.730018
00304.png,15.258376,3.208063
00305.png,15.258376,3.208063
00306.png,15.258376,3.208063
00307.png,15.258376,3.208063
00308.png,15.258376,3.208063
00309.png,15.258376,3.208063
00310.png,15.258376,3.208063
00311.png,15.234310,3.669574
00312.png,15.234310,3.669574
00313.png,15.234310,3.669574
00314.png,15.234310,3.669574
00315.png,15.234310,3.669574
00316.png,15.234310,3.669574
00317.png,15.231965,4.087445
00318.png,15.231965,4.087445
00319.png,15.231965,4.087445
00320.png,15.231965,4.087445
00321.png,15.231965,4.087445
00322.png,15.231965,4.087445
00323.png,15.227653,4.530101
00324.png,15.227653,4.530101
00325.png,15.227653,4.530101
00326.png,15.227653,4.530101
00327.png,15.227653,4.530101
00328.png,15.227653,4.530101
00329.png,15.197529,4.954377
00330.png,15.197529,4.954377
00331.png,15.197529,4.954377
00332.png,15.197529,4.954377
00333.png,15.197529,4.954377
00334.png,15.197529,4.954377
00335.png,15.197529,4.954377
00336.png,15.197529,4.954377
00337.png,14.944459,5.442312
00338.png,14.944459,5.442312
00339.png,14.944459,5.442312
00340.png,14.944459,5.442312
00341.png,14.944459,5.442312
00342.png,14.944459,5.442312
00343.png,14.944459,5.442312
00344.png,14.565305,5.718388
00345.png,14.565305,5.718388
00346.png,14.565305,5.718388
00347.png,14.565305,5.718388
00348.png,14.565305,5.718388
00349.png,14.565305,5.718388
00350.png,14.165474,5.828737
00351.png,14.165474,5.828737
00352.png,14.165474,5.828737
00353.png,14.165474,5.828737
00354.png,14.165474,5.828737
00355.png,14.165474,5.828737
00356.png,13.753109,5.816717
00357.png,13.753109,5.816717
00358.png,13.753109,5.816717
00359.png,13.753109,5.816717
00360.png,13.753109,5.816717
00361.png,13.753109,5.816717
00362.png,13.753109,5.816717
00363.png,13.302077,5.797145
00364.png,13.302077,5.797145
00365.png,13.302077,5.797145
00366.png,13.302077,5.797145
00367.png,13.302077,5.797145
00368.png,13.302077,5.797145
00369.png,12.867268,5.778977
00370.png,12.867268,5.778977
00371.png,12.867268,5.778977
00372.png,12.867268,5.778977
00373.png,12.867268,5.778977
00374.png,12.867268,5.778977
00375.png,12.418052,5.787964
00376.png,12.418052,5.787964
00377.png,12.418052,5.787964
00378.png,12.418052,5.787964
00379.png,12.418052,5.787964
00380.png,12.418052,5.787964
00381.png,11.985139,5.812885
00382.png,11.985139,5.812885
00383.png,11.985139,5.812885
00384.png,11.985139,5.812885
00385.png,11.985139,5.812885
00386.png,11.985139,5.812885
00387.png,11.549247,5.835793
00388.png,11.549247,5.835793
00389.png,11.549247,5.835793
00390.png,11.549247,5.835793
00391.png,11.549247,5.835793
00392.png,11.549247,5.835793
00393.png,11.134297,5.854551
00394.png,11.134297,5.854551
00395.png,11.134297,5.854551
00396.png,11.134297,5.854551
00397.png,11.134297,5.854551
00398.png,11.134297,5.854551
00399.png,10.695498,5.868146
00400.png,10.695498,5.868146
00401.png,10.695498,5.868146
00402.png,10.695498,5.868146
00403.png,10.695498,5.868146
00404.png,10.695498,5.868146
00405.png,10.237947,5.874869
00406.png,10.237947,5.874869
00407.png,10.237947,5.874869
00408.png,10.237947,5.874869
00409.png,10.237947,5.874869
00410.png,10.237947,5.874869
00411.png,10.237947,5.874869
00412.png,9.755948,5.871829
00413.png,9.755948,5.871829
00414.png,9.755948,5.871829
00415.png,9.755948,5.871829
00416.png,9.755948,5.871829
00417.png,9.755948,5.871829
